img_name,path,label,mask
036867_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/036867_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/036867_afro.jpg
039378_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/039378_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/039378_afro.jpg
039259_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/039259_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/039259_afro.jpg
034144_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/034144_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/034144_afro.jpg
027531_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/027531_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/027531_afro.jpg
037902_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/037902_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/037902_afro.jpg
030626_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/030626_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/030626_afro.jpg
033387_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/033387_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/033387_afro.jpg
034984_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/034984_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/034984_afro.jpg
037977_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/037977_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/037977_afro.jpg
033982_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/033982_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/033982_afro.jpg
026613_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/026613_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/026613_afro.jpg
030757_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/030757_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/030757_afro.jpg
030422_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/030422_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/030422_afro.jpg
038605_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/038605_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/038605_afro.jpg
033406_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/033406_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/033406_afro.jpg
037752_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/037752_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/037752_afro.jpg
028154_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/028154_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/028154_afro.jpg
035669_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/035669_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/035669_afro.jpg
028312_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/028312_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/028312_afro.jpg
028669_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/028669_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/028669_afro.jpg
039222_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/039222_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/039222_afro.jpg
039080_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/039080_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/039080_afro.jpg
033952_afro.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/afro/033952_afro.jpg,1,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/033952_afro.jpg
