img_name,path,label,mask
012278_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/012278_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/012278_trump.jpg
009120_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/009120_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/009120_trump.jpg
011183_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/011183_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/011183_trump.jpg
006162_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/006162_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/006162_trump.jpg
029875_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/029875_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/029875_trump.jpg
028669_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/028669_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/028669_trump.jpg
000699_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/000699_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/000699_trump.jpg
027822_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/027822_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/027822_trump.jpg
028299_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/028299_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/028299_trump.jpg
033715_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/033715_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/033715_trump.jpg
038185_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/038185_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/038185_trump.jpg
037075_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/037075_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/037075_trump.jpg
009044_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/009044_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/009044_trump.jpg
034757_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/034757_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/034757_trump.jpg
000549_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/000549_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/000549_trump.jpg
003296_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/003296_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/003296_trump.jpg
006946_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/006946_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/006946_trump.jpg
038391_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/038391_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/038391_trump.jpg
027174_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/027174_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/027174_trump.jpg
002140_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/002140_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/002140_trump.jpg
034153_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/034153_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/034153_trump.jpg
034280_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/034280_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/034280_trump.jpg
004034_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/004034_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/004034_trump.jpg
010198_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/010198_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/010198_trump.jpg
004374_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/004374_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/004374_trump.jpg
000814_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/000814_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/000814_trump.jpg
038928_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/038928_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/038928_trump.jpg
030280_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/030280_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/030280_trump.jpg
030977_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/030977_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/030977_trump.jpg
011605_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/011605_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/011605_trump.jpg
001657_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/001657_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/001657_trump.jpg
037469_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/037469_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/037469_trump.jpg
011488_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/011488_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/011488_trump.jpg
012510_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/012510_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/012510_trump.jpg
012069_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/012069_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/012069_trump.jpg
033381_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/033381_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/033381_trump.jpg
032311_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/032311_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/032311_trump.jpg
037860_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/037860_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/037860_trump.jpg
008125_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/008125_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/008125_trump.jpg
001005_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/001005_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/001005_trump.jpg
001818_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/001818_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/001818_trump.jpg
007864_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/007864_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/007864_trump.jpg
031253_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/031253_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/031253_trump.jpg
035066_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/035066_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/035066_trump.jpg
005404_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/005404_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/005404_trump.jpg
003939_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/003939_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/003939_trump.jpg
033430_trump.jpg,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/trump/033430_trump.jpg,16,/media/ssd1/labady/datasets/semafor/SemaEditFaces/train/masks/033430_trump.jpg
