img_name,path,label
unetgan_009970__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_009970__.jpg,4
unetgan_011002__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_011002__.jpg,4
unetgan_010056__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_010056__.jpg,4
unetgan_003311__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_003311__.jpg,4
unetgan_024959__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_024959__.jpg,4
unetgan_020473__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_020473__.jpg,4
unetgan_021537__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_021537__.jpg,4
unetgan_042865__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_042865__.jpg,4
unetgan_017316__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_017316__.jpg,4
unetgan_033415__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_033415__.jpg,4
unetgan_009137__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_009137__.jpg,4
unetgan_045914__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_045914__.jpg,4
unetgan_030757__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_030757__.jpg,4
unetgan_026024__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_026024__.jpg,4
unetgan_037854__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_037854__.jpg,4
unetgan_001611__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_001611__.jpg,4
unetgan_003024__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_003024__.jpg,4
unetgan_004849__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_004849__.jpg,4
unetgan_005044__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_005044__.jpg,4
unetgan_013081__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_013081__.jpg,4
unetgan_013973__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_013973__.jpg,4
unetgan_039883__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_039883__.jpg,4
unetgan_036554__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_036554__.jpg,4
unetgan_027131__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_027131__.jpg,4
unetgan_015331__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_015331__.jpg,4
unetgan_045181__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_045181__.jpg,4
unetgan_029805__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_029805__.jpg,4
unetgan_025477__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_025477__.jpg,4
unetgan_018705__.jpg,/media/ssd1/labady/datasets/semafor/UnetBigGAN/celeba/unetgan_018705__.jpg,4
